performance_date,channel,campaign,attribution_model,impressions,clicks,spend,conversions,revenue,users_reached,touchpoints,cpc,cac,roas
2025-06-21,Google Ads,Brand Awareness,Last Touch,14010,988,19789.64,134,165758,8796,5,20.03,147.68,8.38
2025-04-27,Email,Brand Awareness,Linear,46794,2807,112448.42,287,917826,23912,1,40.06,391.81,8.16
2025-05-17,Social Media,Festive Offer,First Touch,6096,315,7021.35,55,69850,5105,4,22.29,127.66,9.95
2025-02-15,Google Ads,Discount Offer,Linear,14758,508,20436.84,34,90134,9568,4,40.23,601.08,4.41
2025-01-21,Email,Festive Offer,Last Touch,42027,1453,64309.78,108,165240,22051,1,44.26,595.46,2.57
2025-04-14,Display Ads,Festive Offer,Linear,36195,845,7174.05,47,152609,32315,3,8.49,152.64,21.27
2025-05-25,Google Ads,Lead Gen,First Touch,20057,655,34806.7,106,333582,14469,1,53.14,328.37,9.58
2025-01-20,Direct Traffic,Winter Sale,Linear,41930,2494,43221.02,392,495488,27753,5,17.33,110.26,11.46
2025-02-06,Direct Traffic,Festive Offer,First Touch,24613,732,15006.0,113,315609,23398,5,20.5,132.8,21.03
2025-03-26,Display Ads,Retargeting,Linear,10139,507,29740.62,19,56810,6970,1,58.66,1565.3,1.91
2025-03-29,Social Media,Loyalty,Linear,30998,2422,60477.34,303,1335927,22880,4,24.97,199.6,22.09
2025-02-28,Email,Lead Gen,Last Touch,33301,1037,39893.39,90,392580,26328,2,38.47,443.26,9.84
2025-01-19,Google Ads,Winter Sale,First Touch,29903,1874,76759.04,264,659208,20860,1,40.96,290.75,8.59
2025-01-24,Google Ads,Winter Sale,Last Touch,28587,1877,25001.64,80,237200,21646,5,13.32,312.52,9.49
2025-05-23,Social Media,Festive Offer,First Touch,6721,170,6259.4,20,88260,4688,4,36.82,312.97,14.1
2025-01-04,Email,Festive Offer,Last Touch,10550,669,24819.9,119,261086,9960,5,37.1,208.57,10.52
2025-02-13,Direct Traffic,Festive Offer,First Touch,14099,509,11177.64,26,48984,10609,3,21.96,429.91,4.38
2025-04-18,Email,App Install,First Touch,28666,1006,20944.92,124,450368,24436,2,20.82,168.91,21.5
2025-04-28,Google Ads,Retargeting,Last Touch,5443,418,10567.04,51,229143,4070,4,25.28,207.2,21.68
2025-03-27,Display Ads,Loyalty,First Touch,24689,968,55427.68,58,144188,15254,4,57.26,955.65,2.6
2025-03-23,Email,App Install,Linear,20887,826,18651.08,122,328790,12308,5,22.58,152.88,17.63
2025-02-21,Social Media,Lead Gen,First Touch,49676,3281,30841.4,456,1870056,31707,4,9.4,67.63,60.63
2025-03-16,Direct Traffic,Discount Offer,Last Touch,49104,2453,100401.29,162,631314,29602,4,40.93,619.76,6.29
2025-04-07,Google Ads,App Install,Linear,36407,2000,71580.0,337,1359121,31909,5,35.79,212.4,18.99
2025-01-10,Email,Lead Gen,Linear,46823,3505,47983.45,235,921670,35043,2,13.69,204.18,19.21
2025-06-15,Social Media,Brand Awareness,Linear,47272,2866,82483.48,409,1824549,37741,1,28.78,201.67,22.12
2025-01-03,Google Ads,Winter Sale,First Touch,38467,2493,92290.86,331,696755,33840,3,37.02,278.82,7.55
2025-04-11,Display Ads,Loyalty,Linear,37798,1097,65688.36,112,269920,32529,1,59.88,586.5,4.11
2025-01-30,Direct Traffic,Retargeting,Last Touch,25440,1032,50340.96,111,291486,20521,1,48.78,453.52,5.79
2025-04-23,Direct Traffic,App Install,Last Touch,9402,357,17896.41,16,41680,5596,2,50.13,1118.53,2.33
2025-03-04,Social Media,Retargeting,Linear,15494,617,18614.89,61,272487,11065,2,30.17,305.16,14.64
2025-02-17,Direct Traffic,Festive Offer,Last Touch,6913,444,23940.48,43,127237,5048,1,53.92,556.76,5.31
2025-06-30,Meta Ads,New Product Launch,Last Touch,9100,497,24636.29,54,145692,7220,2,49.57,456.23,5.91
2025-04-28,Google Ads,Winter Sale,Linear,37078,1915,78955.45,228,844284,31401,5,41.23,346.3,10.69
2025-01-30,Email,Summer Sale,Last Touch,45459,1379,59338.37,206,765496,42067,1,43.03,288.05,12.9
2025-06-22,Meta Ads,Summer Sale,First Touch,20635,790,13840.8,105,345660,16681,4,17.52,131.82,24.97
2025-06-02,Meta Ads,Loyalty,Last Touch,32724,1019,41829.95,136,522512,31610,2,41.05,307.57,12.49
2025-05-23,Meta Ads,App Install,Last Touch,14194,443,22938.54,54,144180,7175,4,51.78,424.79,6.29
2025-02-04,Meta Ads,Festive Offer,Linear,38124,2256,66033.12,234,961272,33606,4,29.27,282.19,14.56
2025-02-12,Google Ads,Loyalty,First Touch,19452,729,16249.41,80,151040,17218,5,22.29,203.12,9.3
2025-05-07,Social Media,Lead Gen,First Touch,42533,1142,55170.02,175,472850,39027,1,48.31,315.26,8.57
2025-04-23,Social Media,New Product Launch,Last Touch,11711,751,31534.49,50,66600,9539,3,41.99,630.69,2.11
2025-03-31,Google Ads,App Install,First Touch,20528,669,31014.84,89,365879,20262,4,46.36,348.48,11.8
2025-02-12,Social Media,Retargeting,First Touch,18562,1268,47727.52,139,506516,18108,2,37.64,343.36,10.61
2025-03-24,Direct Traffic,Winter Sale,Last Touch,42534,1532,80613.84,272,1083104,24387,2,52.62,296.37,13.44
2025-04-16,Google Ads,Winter Sale,Linear,13315,826,12307.4,42,105798,8684,4,14.9,293.03,8.6
2025-05-06,Meta Ads,Loyalty,Linear,22610,1303,35845.53,53,236062,12830,4,27.51,676.33,6.59
2025-05-12,Direct Traffic,Winter Sale,Linear,29187,1380,46064.4,161,703570,28472,1,33.38,286.11,15.27
2025-04-28,Direct Traffic,Summer Sale,First Touch,40024,1755,102386.7,269,867794,28811,3,58.34,380.62,8.48
2025-03-14,Email,Lead Gen,Linear,13558,731,24298.44,59,235705,13023,1,33.24,411.84,9.7
2025-01-12,Google Ads,App Install,First Touch,13142,995,16138.9,97,286344,8228,2,16.22,166.38,17.74
2025-06-16,Email,Retargeting,Last Touch,11117,658,13831.16,56,215992,6913,1,21.02,246.98,15.62
2025-04-12,Direct Traffic,Winter Sale,Linear,20344,930,11848.2,41,85034,17984,1,12.74,288.98,7.18
2025-02-03,Social Media,New Product Launch,Linear,49563,2314,19483.88,188,318284,38619,2,8.42,103.64,16.34
2025-05-03,Google Ads,New Product Launch,Last Touch,10854,692,9224.36,53,128525,6550,4,13.33,174.04,13.93
2025-02-04,Direct Traffic,Retargeting,First Touch,39767,2139,85003.86,116,306008,26864,2,39.74,732.79,3.6
2025-04-16,Social Media,App Install,First Touch,10681,788,12040.64,38,159220,8485,3,15.28,316.86,13.22
2025-04-20,Email,Retargeting,First Touch,23151,1358,28382.2,163,676939,21529,3,20.9,174.12,23.85
2025-06-26,Google Ads,Winter Sale,First Touch,38931,2196,39110.76,194,746124,21253,2,17.81,201.6,19.08
2025-05-07,Display Ads,Discount Offer,First Touch,37740,2199,25706.31,359,448391,30702,3,11.69,71.61,17.44
2025-02-03,Display Ads,Loyalty,Last Touch,28947,1527,25928.46,153,666315,15668,1,16.98,169.47,25.7
2025-05-31,Google Ads,Brand Awareness,Last Touch,19138,428,4767.92,63,206325,14262,5,11.14,75.68,43.27
2025-04-17,Display Ads,Festive Offer,First Touch,46978,2451,98113.53,175,432075,26078,5,40.03,560.65,4.4
2025-02-22,Meta Ads,Lead Gen,Last Touch,30606,1689,80548.41,215,824310,16386,3,47.69,374.64,10.23
2025-06-28,Display Ads,New Product Launch,First Touch,21022,529,16182.11,51,188343,11412,3,30.59,317.3,11.64
2025-06-20,Direct Traffic,Retargeting,First Touch,5830,364,16190.72,19,49780,5057,5,44.48,852.14,3.07
2025-03-08,Meta Ads,Summer Sale,First Touch,22613,1446,20446.44,238,612136,18340,3,14.14,85.91,29.94
2025-05-15,Google Ads,Winter Sale,Linear,42791,2466,83350.8,262,373874,37766,5,33.8,318.13,4.49
2025-02-12,Email,Retargeting,Last Touch,11743,864,37195.2,40,169360,10039,1,43.05,929.88,4.55
2025-01-12,Google Ads,New Product Launch,First Touch,35917,1502,83886.7,85,114240,31699,2,55.85,986.9,1.36
2025-03-24,Meta Ads,Festive Offer,Linear,25967,941,11339.05,80,260480,24014,1,12.05,141.74,22.97
2025-02-15,Meta Ads,Lead Gen,First Touch,31275,754,24263.72,54,133488,20999,1,32.18,449.33,5.5
2025-05-22,Display Ads,Brand Awareness,Last Touch,18151,680,33177.2,95,208335,16675,3,48.79,349.23,6.28
2025-06-01,Display Ads,New Product Launch,Linear,40819,2678,55568.5,82,236078,21192,2,20.75,677.66,4.25
2025-05-19,Email,Brand Awareness,Last Touch,5095,333,9180.81,46,113114,2972,2,27.57,199.58,12.32
2025-05-16,Meta Ads,Festive Offer,Last Touch,8925,699,10764.6,50,68950,6358,5,15.4,215.29,6.41
2025-04-16,Direct Traffic,Summer Sale,Last Touch,10564,579,19848.12,72,202680,5895,5,34.28,275.67,10.21
2025-05-26,Google Ads,Festive Offer,Linear,13566,464,10008.48,35,156800,10002,3,21.57,285.96,15.67
2025-03-23,Display Ads,Winter Sale,First Touch,9894,758,11430.64,110,181060,6220,1,15.08,103.91,15.84
2025-02-12,Display Ads,App Install,Last Touch,31641,862,22955.06,125,381375,20871,4,26.63,183.64,16.61
2025-03-09,Google Ads,Discount Offer,First Touch,49961,1911,85307.04,230,478400,35721,2,44.64,370.9,5.61
2025-01-24,Direct Traffic,New Product Launch,Last Touch,30968,1573,67969.33,108,206496,15993,4,43.21,629.35,3.04
2025-04-26,Social Media,Lead Gen,First Touch,11207,534,26593.2,27,33696,6108,2,49.8,984.93,1.27
2025-02-03,Meta Ads,Festive Offer,Last Touch,49976,2889,119951.28,339,766140,27445,1,41.52,353.84,6.39
2025-01-17,Meta Ads,App Install,First Touch,11027,819,41875.47,65,89310,9289,1,51.13,644.24,2.13
2025-02-13,Social Media,Festive Offer,Linear,30886,1537,42882.3,144,381456,18960,2,27.9,297.79,8.9
2025-03-12,Email,App Install,First Touch,7270,413,16553.04,52,168636,5322,5,40.08,318.33,10.19
2025-05-03,Google Ads,Discount Offer,Last Touch,30101,849,15596.13,138,462714,19132,5,18.37,113.02,29.67
2025-01-05,Display Ads,Summer Sale,Last Touch,40685,2721,70446.69,312,785304,33068,3,25.89,225.79,11.15
2025-02-16,Google Ads,Summer Sale,Linear,19353,421,21117.36,30,93960,18350,3,50.16,703.91,4.45
2025-05-30,Meta Ads,Retargeting,First Touch,21243,1262,27587.32,192,809856,11537,2,21.86,143.68,29.36
2025-05-28,Display Ads,Summer Sale,First Touch,16540,565,13865.1,79,210851,8732,3,24.54,175.51,15.21
2025-05-26,Social Media,Retargeting,Linear,17336,1217,61020.38,213,728460,13731,2,50.14,286.48,11.94
2025-05-06,Google Ads,Discount Offer,First Touch,20245,1135,10260.4,115,294170,20183,2,9.04,89.22,28.67
2025-02-03,Email,Retargeting,Last Touch,8903,189,7276.5,31,135501,5359,5,38.5,234.73,18.62
2025-04-04,Google Ads,Summer Sale,Linear,48393,2116,28037.0,159,279522,29357,4,13.25,176.33,9.97
2025-06-13,Display Ads,Summer Sale,First Touch,41829,2577,145085.1,381,805434,40212,2,56.3,380.8,5.55
2025-04-07,Email,Winter Sale,First Touch,16646,1060,60780.4,182,510146,8853,2,57.34,333.96,8.39
2025-06-04,Email,Loyalty,First Touch,46919,2530,143476.3,129,548508,26008,2,56.71,1112.22,3.82
2025-03-30,Email,Retargeting,Linear,10814,749,32087.16,104,267800,9065,1,42.84,308.53,8.35
2025-03-09,Meta Ads,New Product Launch,Linear,9442,387,18935.91,53,74041,7882,4,48.93,357.28,3.91
2025-04-18,Meta Ads,Festive Offer,Last Touch,29819,1224,33684.48,188,832840,29065,5,27.52,179.17,24.72
2025-06-16,Direct Traffic,New Product Launch,First Touch,34575,844,43871.12,62,155310,25843,1,51.98,707.6,3.54
2025-01-19,Email,Retargeting,Last Touch,15545,993,36194.85,163,257703,10540,5,36.45,222.05,7.12
2025-06-07,Display Ads,Brand Awareness,Last Touch,47836,1430,77606.1,76,122664,34767,2,54.27,1021.13,1.58
2025-02-18,Display Ads,Lead Gen,Linear,40397,1450,32828.0,95,133285,33072,5,22.64,345.56,4.06
2025-05-21,Display Ads,Retargeting,First Touch,28647,579,7272.24,88,330880,24156,4,12.56,82.64,45.5
2025-02-21,Google Ads,Brand Awareness,First Touch,16195,944,55516.64,95,158935,10623,4,58.81,584.39,2.86
2025-05-01,Display Ads,Winter Sale,First Touch,47065,2477,43619.97,403,1093339,29645,4,17.61,108.24,25.07
2025-01-12,Email,App Install,Last Touch,22262,747,16411.59,29,124149,22066,1,21.97,565.92,7.56
2025-01-22,Direct Traffic,Summer Sale,Linear,32131,2514,97216.38,284,790940,29473,5,38.67,342.31,8.14
2025-04-18,Social Media,App Install,Linear,20443,993,12025.23,164,676500,10789,5,12.11,73.32,56.26
2025-05-27,Social Media,Loyalty,Linear,45650,1316,75485.76,128,241152,29768,2,57.36,589.73,3.19
2025-02-02,Google Ads,Festive Offer,First Touch,49769,2295,137378.7,284,1032908,33334,3,59.86,483.73,7.52
2025-01-18,Google Ads,Festive Offer,Linear,31041,1648,86585.92,177,221250,28406,5,52.54,489.19,2.56
2025-05-31,Social Media,Festive Offer,First Touch,32160,931,34875.26,109,175490,31234,1,37.46,319.96,5.03
2025-05-25,Google Ads,Winter Sale,Linear,27535,2001,43501.74,256,907008,23744,4,21.74,169.93,20.85
2025-01-10,Meta Ads,Winter Sale,Last Touch,14427,823,35718.2,74,208754,14413,3,43.4,482.68,5.84
2025-06-26,Meta Ads,Brand Awareness,Linear,36143,2719,148593.35,89,396050,28001,3,54.65,1669.59,2.67
2025-03-13,Display Ads,Discount Offer,First Touch,13807,525,24501.75,76,191064,9110,4,46.67,322.39,7.8
2025-06-04,Direct Traffic,Discount Offer,First Touch,33948,1109,56392.65,156,672360,33898,3,50.85,361.49,11.92
2025-01-15,Social Media,Retargeting,First Touch,25389,1588,46020.24,233,779851,22011,1,28.98,197.51,16.95
2025-02-14,Meta Ads,New Product Launch,First Touch,21350,469,4985.47,39,78585,15163,3,10.63,127.83,15.76
2025-04-29,Social Media,Festive Offer,Linear,13118,798,16422.84,82,248214,8013,4,20.58,200.28,15.11
2025-05-31,Social Media,Summer Sale,Last Touch,15716,1104,23680.8,170,266900,10193,1,21.45,139.3,11.27
2025-04-09,Google Ads,Retargeting,Linear,19045,1360,56657.6,179,412058,16231,5,41.66,316.52,7.27
2025-01-06,Direct Traffic,Brand Awareness,Last Touch,13671,804,31565.04,25,55825,11818,3,39.26,1262.6,1.77
2025-06-14,Email,Festive Offer,Last Touch,27853,1324,25619.4,99,329868,27431,5,19.35,258.78,12.88
2025-04-12,Social Media,Discount Offer,First Touch,38522,3080,179440.8,480,1679520,28523,3,58.26,373.83,9.36
2025-06-25,Google Ads,App Install,First Touch,27038,2144,88568.64,341,773729,24268,3,41.31,259.73,8.74
2025-02-18,Meta Ads,Lead Gen,First Touch,8720,595,29583.4,71,277255,6978,2,49.72,416.67,9.37
2025-01-07,Direct Traffic,App Install,Last Touch,22001,1637,47538.48,230,825240,20372,2,29.04,206.69,17.36
2025-03-29,Direct Traffic,New Product Launch,Linear,40037,2334,76415.16,399,1064532,36641,3,32.74,191.52,13.93
2025-02-13,Direct Traffic,Lead Gen,First Touch,24253,627,9185.55,43,150027,15125,3,14.65,213.62,16.33
2025-06-17,Google Ads,New Product Launch,Last Touch,19636,1269,30417.93,188,480716,15907,3,23.97,161.8,15.8
2025-05-30,Email,App Install,First Touch,35837,832,34103.68,97,362974,20251,4,40.99,351.58,10.64
2025-02-19,Social Media,Discount Offer,Linear,30013,1554,45811.92,249,452433,17256,2,29.48,183.98,9.88
2025-03-29,Display Ads,Loyalty,Last Touch,14386,560,25317.6,82,262154,9917,2,45.21,308.75,10.35
2025-03-22,Direct Traffic,Brand Awareness,First Touch,34625,1260,59950.8,69,298839,22503,4,47.58,868.85,4.98
2025-01-23,Meta Ads,Loyalty,Last Touch,46516,2128,64499.68,216,263304,24494,5,30.31,298.61,4.08
2025-02-21,Direct Traffic,Summer Sale,First Touch,26116,1708,60821.88,55,66880,23325,2,35.61,1105.85,1.1
2025-02-27,Direct Traffic,Summer Sale,Last Touch,13449,351,11993.67,26,38142,7098,3,34.17,461.3,3.18
2025-03-16,Display Ads,Lead Gen,Linear,39348,1584,85805.28,284,739252,35736,3,54.17,302.13,8.62
2025-02-18,Meta Ads,Festive Offer,First Touch,19969,668,39552.28,41,52849,19645,5,59.21,964.69,1.34
2025-02-13,Google Ads,Summer Sale,Linear,47633,3216,88472.16,405,1765395,41338,5,27.51,218.45,19.95
2025-01-13,Social Media,Brand Awareness,Linear,12085,715,6456.45,95,276165,9681,4,9.03,67.96,42.77
2025-02-01,Social Media,Winter Sale,Last Touch,15035,486,21218.76,15,43845,12937,1,43.66,1414.58,2.07
2025-06-19,Social Media,Winter Sale,Linear,44690,2772,82550.16,456,1502520,42585,1,29.78,181.03,18.2
2025-03-14,Google Ads,Discount Offer,Last Touch,18018,1018,49322.1,157,318082,14873,4,48.45,314.15,6.45
2025-03-17,Meta Ads,Brand Awareness,Linear,37529,2800,122612.0,285,615600,18853,1,43.79,430.22,5.02
2025-06-21,Google Ads,Discount Offer,Linear,48845,2424,139064.88,356,536492,48131,1,57.37,390.63,3.86
2025-03-07,Direct Traffic,New Product Launch,Last Touch,24400,874,9264.4,132,179652,16960,3,10.6,70.18,19.39
2025-06-23,Email,Festive Offer,Linear,12595,323,15319.89,11,19426,11731,2,47.43,1392.72,1.27
2025-03-26,Email,App Install,Linear,22583,1641,21054.03,249,485301,13156,4,12.83,84.55,23.05
2025-04-13,Display Ads,Winter Sale,Last Touch,36342,2471,103139.54,369,613647,22513,1,41.74,279.51,5.95
2025-02-10,Google Ads,Festive Offer,Linear,36632,2495,107983.6,142,391210,30066,5,43.28,760.45,3.62
2025-01-08,Direct Traffic,Retargeting,Last Touch,36989,990,29096.1,36,81756,28790,1,29.39,808.22,2.81
2025-06-30,Direct Traffic,Lead Gen,Linear,42791,2714,53330.1,470,1214950,38404,5,19.65,113.47,22.78
2025-06-26,Direct Traffic,Loyalty,First Touch,33367,1992,41692.56,163,647110,29294,2,20.93,255.78,15.52
2025-05-23,Social Media,Brand Awareness,First Touch,47165,3587,122998.23,360,1162800,29001,1,34.29,341.66,9.45
2025-05-06,Email,New Product Launch,Last Touch,23229,534,10455.72,67,191017,15464,1,19.58,156.06,18.27
2025-04-28,Display Ads,Loyalty,Last Touch,10768,768,24000.0,36,116532,10736,1,31.25,666.67,4.86
2025-01-27,Display Ads,Festive Offer,First Touch,41512,2197,111937.15,326,1217610,30737,5,50.95,343.37,10.88
2025-05-24,Meta Ads,App Install,Last Touch,28812,2002,101020.92,313,800967,23583,5,50.46,322.75,7.93
2025-06-03,Display Ads,Summer Sale,Linear,34657,930,44156.4,58,150684,28965,3,47.48,761.32,3.41
2025-05-21,Social Media,Summer Sale,Linear,11967,272,4498.88,13,53768,11894,4,16.54,346.07,11.95
2025-01-28,Email,Loyalty,First Touch,17290,471,24638.01,29,127600,11767,3,52.31,849.59,5.18
2025-01-28,Display Ads,Brand Awareness,Linear,49049,2713,130630.95,264,1028808,43834,5,48.15,494.81,7.88
2025-02-04,Display Ads,Brand Awareness,Linear,8183,435,13271.85,51,167382,7290,2,30.51,260.23,12.61
2025-06-27,Social Media,Retargeting,Linear,13413,351,14808.69,42,105756,10835,4,42.19,352.59,7.14
2025-04-18,Social Media,New Product Launch,Last Touch,31074,2418,141380.46,236,412056,17800,4,58.47,599.07,2.91
2025-06-04,Direct Traffic,Lead Gen,Last Touch,40901,2930,131908.6,499,1891709,27571,2,45.02,264.35,14.34
2025-02-23,Social Media,Winter Sale,Linear,27629,2079,30977.1,283,545624,22069,5,14.9,109.46,17.61
2025-06-27,Direct Traffic,Summer Sale,Linear,12563,824,30685.76,96,377472,12098,4,37.24,319.64,12.3
2025-06-22,Direct Traffic,Lead Gen,Last Touch,32681,2238,78732.84,75,134625,17209,1,35.18,1049.77,1.71
2025-02-21,Email,Retargeting,Last Touch,49786,1744,90077.6,232,558656,31577,5,51.65,388.27,6.2
2025-01-09,Email,App Install,First Touch,45377,3270,151891.5,522,2213280,43892,5,46.45,290.98,14.57
2025-04-10,Meta Ads,Lead Gen,Linear,23850,1468,15325.92,128,371968,23150,3,10.44,119.73,24.27
2025-05-22,Google Ads,Brand Awareness,Linear,21471,691,36747.38,109,328526,14430,3,53.18,337.13,8.94
2025-05-31,Social Media,Loyalty,First Touch,17681,665,11457.95,88,172920,11687,5,17.23,130.2,15.09
2025-01-31,Display Ads,Brand Awareness,Last Touch,23291,1243,18346.68,146,327624,11737,3,14.76,125.66,17.86
2025-04-30,Direct Traffic,Retargeting,First Touch,15073,1141,44544.64,166,624326,12579,3,39.04,268.34,14.02
2025-05-06,Social Media,Lead Gen,Last Touch,9776,655,16067.15,41,80073,9152,1,24.53,391.88,4.98
2025-05-10,Meta Ads,Festive Offer,Linear,40195,1776,46477.92,288,1128096,30972,3,26.17,161.38,24.27
2025-04-03,Email,New Product Launch,Linear,39766,1928,71702.32,275,1061225,20171,1,37.19,260.74,14.8
2025-06-21,Email,App Install,First Touch,47091,2675,107802.5,465,1857675,34061,4,40.3,231.83,17.23
2025-01-30,Display Ads,Winter Sale,Linear,23535,505,17614.4,73,241338,20102,4,34.88,241.29,13.7
2025-05-05,Google Ads,Winter Sale,Linear,17616,690,8473.2,30,131010,17544,1,12.28,282.44,15.46
2025-06-10,Google Ads,New Product Launch,Linear,46255,3072,162754.56,287,466375,29863,5,52.98,567.09,2.87
2025-06-29,Direct Traffic,Festive Offer,Linear,9726,630,10080.0,62,158596,5173,1,16.0,162.58,15.73
2025-01-19,Google Ads,Retargeting,Last Touch,41574,1007,51075.04,167,479123,33502,4,50.72,305.84,9.38
2025-06-11,Display Ads,Festive Offer,Last Touch,6106,264,3735.6,8,33200,5585,1,14.15,466.95,8.89
2025-05-30,Google Ads,Discount Offer,Last Touch,37953,1000,48920.0,75,116550,28200,4,48.92,652.27,2.38
2025-04-08,Display Ads,Brand Awareness,Last Touch,15244,792,11951.28,70,312620,14580,5,15.09,170.73,26.16
2025-03-17,Direct Traffic,Retargeting,Last Touch,49386,3615,210393.0,578,2227034,36919,1,58.2,364.0,10.59
2025-05-22,Social Media,Retargeting,First Touch,7737,157,6127.71,17,26316,5116,2,39.03,360.45,4.29
2025-03-30,Meta Ads,Festive Offer,Linear,38590,1101,19344.57,134,299490,25662,1,17.57,144.36,15.48
2025-02-16,Direct Traffic,Loyalty,First Touch,40969,1953,71440.74,143,210925,28698,1,36.58,499.59,2.95
2025-02-20,Direct Traffic,Loyalty,Last Touch,26682,1105,47415.55,72,170424,23491,1,42.91,658.55,3.59
2025-02-19,Email,App Install,Last Touch,26518,1511,36112.9,177,622332,22546,3,23.9,204.03,17.23
2025-03-22,Display Ads,Retargeting,First Touch,25526,887,17314.24,125,373250,17296,3,19.52,138.51,21.56
2025-02-04,Direct Traffic,Summer Sale,Last Touch,35333,1650,79678.5,170,279650,23425,5,48.29,468.7,3.51
2025-01-21,Email,Retargeting,Linear,17873,639,34563.51,26,39208,9241,5,54.09,1329.37,1.13
2025-06-11,Google Ads,Loyalty,Linear,31550,2087,39778.22,74,167758,24679,5,19.06,537.54,4.22
2025-05-01,Direct Traffic,Retargeting,Last Touch,30722,1026,49401.9,143,341913,17554,4,48.15,345.47,6.92
